emotion,text
Anger,Me pone de mal humor hacer maletas 😤
Anger,Ver las imágenes que he subido a Twitter es que si lo más vergonzoso 
Anger,"Pelotas de goma de héroes demócratas contra terroristas peligrosos con armas letales llamadas ""urnas. #Ironía #RajoyDIMISION"
Anger,"Me aburre la gente que sigue a las masas, que no se la juega, que no rompe reglas."
Anger,"@allisonlopez_ @aramirodriguez @rociomeza_ Ah ya, nosotros fuimos su diversión y ahora quieren salir sin nosotros? Ok Marta"
Anger,"@floxwerchild enojado no, emputado sí"
Anger,Me acaban de traer unos papeles al despacho impresos en impresora de aguja.  Parece que haya gente peleada con el Siglo XXI.
Anger,Terrible desconaiderada sosss amiga
Anger,Hoy descubrí que hay una torta de kibi. Malditos fuereños. #sarcasmo
Anger,se enojo(?)
Anger,@lahistoriaec @classo2012 Tiemblan porque habían logrado la autocensura a punta de terrorismo
Anger,Esta boluda de la vidal me aparece en todos los anuncios de youtube 😠😠😠😠
Anger,"@NivoXZ AMARGADA, EN SERIO 🤣🤣🤣🤣😂"
Anger,"No quería q salte mi ex y retruquemos lo q faltò, lo q no hizo, etc etc etc 😔 , es un volver al pasado , y es triste. Puto día ."
Anger,Cuando creo haber encontrado la calma. Vuelvo a enloquecer
Anger,"Y que el vato anda como indignado, no entiendo todo esto"
Anger,y de pronto viene el conductor del autobús con una rabieta por cargarme su suelo a atropellarnos y ahí me desperté
Anger,Necesito que el colo arregle su celular ya 
Anger,"kihyun perdió el piedra, papel o tijera con wonho y le dio tremendo empujón a hyungwon JASJASJSAJSAJSAJ"
Anger,@Matglez Vergonzoso el papelito del Madrid. Hace como que va a pagar más para provocar la negativa y así ahorrarse la pasta. Patéticos
Anger,"Tengo el nazo hirviendo, y las manos congeladas"
Anger,Odio enojarme tan fácil
Anger,FLORES VOTA EN CONTRA LA LEY  SI LO ÚNICO QUE DEFIENDE ES A SU MENTOR POLÍTICO   EL CHICO ZALDÍVAR A QUIEN  NO SOPORTO VERLO LLORAR
Anger,Por la chucha ya empezaron las noches calurosas 😥
Anger,siempre igual ya estoy harto #indignado #enfadado
Anger,Pesa mas la #rabia q el #cemento
Anger,Me tienen sin internet y sin tvporcable por culpa d unas obras. 9am y veo bobesponja por clantv #graciasmovistar por la rapidez #ironia
Anger,Me duele el cuello!!!! 
Anger,@fuertes_jorge @rubenuria Luego sacas un comunicado haciéndote el muy indignado y todo en paz.
Anger,"@MrMisingno @VidaModernaOML A QUIÉN LLAMAS RARO, ESTOY OFENDIDO."
Anger,Devuelvanme la vitalidad que tenía en selectivo 
Anger,"@DuvDaz Mucha amargura, bye"
Anger,HIJO DE TU REPUTOSIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el
Anger,"@gvvvalentino uff, terrible"
Anger,tengo comezón en la garganta que desesperación
Anger,Hoy no fue un día agradable...
Anger,@__kleos Ñiñiñiñiñi estoy indignada con la gente de esa zona. Cada día les soporto menos..
Anger,NO PUEDEN SACAR AMERICAN HORROR STORY DE NETFLIX. LLAMEN A MIS ABOGADOS
Anger,"RT DianaferValle: Ser universitaria te lo defino como estar y tener una depresión,enojo y estrés más grandes que los de Hanna baker litera…"
Anger,Hoy que estoy ansiosa a la gente le da con  joder🤦🏾‍♀️
Anger,Sola nomas me hago la cabeza
Anger,es que archie colega sólo tienes músculos y judhead mira en serio ojalá te hubieran matado a ti y no a jason
Anger,Le conte y se enojo y si no le cuento se enoja igual 👌😂😂
Anger,Más horrible no puede quedar el horario de este semestre 😤😶
Anger,"Y bueno, dejemos de remar por hoy que hasta ayer estaba muy enfadado con la venta de Yuri y el posible fichaje de Iñigo por el Inter..."
Anger,Me había despertado con buena onda y julian la re cago como siempre 👌
Anger,@ZZMetamorfosis Yo en estos casos recurro a alguna escena de Un día de furia.
Anger,@YixingHeartbeat loko pero q papel lamentable esta haciendo esa mira que burlarse de eso
Anger,"@RaulOlive @MexicoFER @jrisco Y quiza te critiqué, por tu obesidad mórbida y tu pésimo gusto. Ups #sarcasmo"
Anger,"@ischargro @dgannio Es mucho Peor d lo q dice el MENTIROSO d GONZALES FRAGA. Hay HAMBRE, POBREZA, TRISTEZA, DESAZÓN, HAMBRUNA, MUERTE."
Anger,Odio cuanti está todo el mundo enfadado y gritando o sea que puta culpa tengo yo
Anger,La #Cárcel más grande es el 
Anger,Si alguien quiere traer unas facturitas no me enojo... 😊
Anger,"Por trágica noticia, puse a profundizar un cachito, como para hablar con propiedad. Conclusión es la misma: qué completa mierda Linkin Park."
Anger,"Llega mi jefe y dice:  Juntemosmos en mi oficina en 15 minutos más, osea nika salgo hoy a las 20 hrs 😤"
Anger,@notthefrozenguy @6baphomet Me estoy tomando el auto-odio muy en serio!!
Anger,Yo no tengo suerte en esto #GisselleKuri #SebastiánVillalobos #PDCs #KCAMexico
Anger,Qué pasa que si no eres alguien conocido no te toman en serio o qué
Anger,"@softestangcl No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?"
Anger,Perfil:  — Bien webon. — Bien inocente. — Solamente juega juegos.  — Tiene actitudes de matanza.  — Seguramente me mate luego de esto¿
Anger,"Por alguna razón odio que me sigan mujeres que no conozco en instagram. Es como sospechoso, no se, vainas mías"
Anger,Que desgradable no poder dormir y tener que estar en pie en unas horas 
Anger,Terrible velero están haciend
Anger,Compartimos el gusto por los gatos y el odio por el llanto de los niños.
Anger,¿Qué tan resentida puedes estar para querer meterte en una relación? ¿Quién te hizo tanto daño? 🤔
Anger,Ches mamadas que digo Mi cerebro procesa pendejadas a nivel industrial y cantidades inifinitas a cada segundo 
Anger,Modo puta amargada ON
Anger,@vertvnoticias Bueno a estos le hemos escuchado decir cada cosa... !! Infeliz ...
Anger,@florescecee Alguien se enojo conmigo
Anger,Aún me siento indignada
Anger,SACARON AMERICAN HORROR STORY EN NETFLIX  LA FRUTA MADRE QUE ME PARIÓ CHICOS ESTOY LLORAMDO POR QUE LA VIDA ME HACE INFELIZ
Anger,JAJAAJA la plaga se enojo porque me anotine y les pise la tuca. Jajajajaja. Si se cayo al piso es tierra de nadie.
Anger,"De verdad que no entiendo el enfado con Vitolo, si para los sevillistas son 40 millones gracias a un tronco, porque otra cosa no era.."
Anger,@indpcom @Albert_Rivera @InesArrimadas Y el berrinche de Cs tres cuartos de lo mismo
Anger,Quien tributa en tu país ayuda a mejorar tu bienestar Eso ponía en un taxi. Qué mal se defienden.
Anger,@VichoDiazArt Me fui a la csm! Eliminé los nombres para no perjudicar a nadie 
Anger,¿Existe algo peor que trabajar un festivo?
Anger,Me siento ofendida no somos así
Anger,"@40Andaya @djdanimoreno Hoy se estan pasando mucho contigo Dani,espero que tu venganza se cocine a fuego lento en tu restaurante#AndaYaChef"
Anger,Ya ni xq está viendo la situación deja de castrar >< #enojada
Anger,@BCandeFernandez si me contestas no me enojo.
Anger,"@noemtzi Me caga la lluvia en las noches, me da miedo bye."
Anger,"Solo emana desde dentro, como la furia roja del vagabundo de las estrellas."
Anger,"Joder, qué asco dan los fachillas que pretenden convencerte de lo maravillosa que es España y siempre acaban en el insulto o el desprecio."
Anger,Tengo tremendas ganas de salir a caminar ahora pa sacarme un poco la decepción y el enojo y pensar bien q voy a hacer
Anger,Estoy haciendo un retrato de los daft punk y estoy al borde del colapso nervioso porque me está costando un choto.
Anger,"Me levanté c la idea de que habían quedado milanesas hechas y SE LAS COMIERON, indignada"
Anger,Botón anti pánico para mujeres violentadas. ¿Cómo salva a las mujeres que aún piensan que es normal el maltrato y un acceso a un celular?🤔
Anger,"@VidaModernaOML ""ESTOY OFENDIDO ERGO TENGO RAZÓN""."
Anger,"En el Estado jubilan a los trabajadores a los 65 años si o si, pero tenemos un Presidente que cumple 79 #irónico  #HBPPK"
Anger,"Fíjese este momento @alinroberto , nos está leyendo @cocosaez y se hace él desentendido y guarda silencio. Le tiene pánico a la dama."
Anger,Tuve una pesadilla en la que James se iba del Real Madrid al Bayern Munich por menos de lo que quieren pagar por Mbape... oh wait.
Anger,Me mente es demasiado horrible... No aguanto le aguanto ni me aguanto.
Anger,Y por la furia de tus ojos entiendo el llamarme miedo
Anger,¿Por qué no calculan clases en mi escuela? No hice la exposición 
Anger,"Última hora.Por los insultos a Piqué en el entrenamiento de España en Las Rozas,antiviolencia cierra el Pizjuán. #ironía #telita"
Anger,"@hills_fuck Tu argumento es invalido, ya vete a estudiar "
Anger,Cualquier madre o padre sabe que lo mejor para que un hijo haga lo que quieres es decirles justamente lo contrario... #ironía
Anger,"Cuando me dicen: “Te voy a decir algo pero no quiero que te enojes”, ya estoy enojado en un 99%."
Anger,@rialjorge  cuando VOS y todos los q te acompañan convivan con una criatura con tdah recién ahí voy a aceptar que abran la boca dan #pena
Anger,"No entiendo porqué tengo que madrugar un festivo, no entieeendo."
Anger,@danuhfX Este tweet ha ofendido a los latinoamericanos
Anger,"@DonajiAbarca cuando escuchas reguetón del pegajoso se queda en ti, como un chicle en el cabello, te lo quieres quitar, pero no se puede "
Anger,"Sin ofender pero, representas todo lo que desprecio en el mundo."
Anger,"Jajajajaja pobre pendeja que se maneje,pedazo de resentida"
Anger,Lo único que me esta saliendo bien este año es engordar 
Anger,"@trinitro Con no insultar ni descalificar ya nos podríamos conformar, pero por desgracia hay gente q no es capaz ni de eso"
Anger,"@dannabmontoya Jajajaja pues es que me enojo lo que me dijiste, sólo me hablas por el(:"
Anger,"@Jos3M4rtin3z @maruarias123 no brother, bien criada, sino tendrás un asesino, los que son así lamentablemente hay que dormirlos"
Anger,voy a tratar de no ser tan renegada claramente mucho no me duró 😤
Anger,Ya se enojo el anon :( jajaja
Anger,Que peligroso depender de alguien que no depende de ti
Anger,"Una clienta se estaba quejando del clima que sigue haciendo frio en primavera, pero ojo se enojo xq no le daba una bolsa con manija #Irónico"
Anger,Por más molesta que este con cuando veo la notificación de que el me escribió  se me pasa el enojo 😩😩😩😍
Anger,"@AjSantBoi modifica urbanismo en montaña S.Ramón para preservar zonas verdes, construyendo pisos. Insulto a la inteligencia. @Carcelen3"
Anger,@SrtaWhitman Esto se puede considerar provocación en grado de morrotentativa.
Anger,Hace una hora esta x venir a buscarme 
Anger,@chelinsarc Lamentablemente estos cadáveres dirigen nuestro país
Anger,@iivansalazar Todos los dias te pisan los pies 
Anger,Ya estos hps me tienen harto la verdad.😠
Anger,"Me reclamó nada. A veces yo extremaba mis ausencias, mis retrasos, mi mal humor, para provocar una aclaración. #ccdBot"
Anger,maldita pesadilla de mierda
Anger,Pero nose si el se enojo o yo
Anger,"@futpicante La expresión es divertida, soez claro pero nunca homofóbica. Considero una agresión a nuestra cultura el prohibirnos expresarnos"
Anger,Estoy muy enfadada con el mundo y con la manera en que despreciáis la relaciones humanas.
Anger,"@Muzskatolista Eso de ""sin ofender"" sobra en Twitter"
Anger,Desesperación nivel: media hora con hipo. ¡Para YA!
Anger,"@_InakiLopez_ La proxima dira que los andaluces somos del Grapo minimo, de est gente que te espera que no paran de ofender... ¿?"
Anger,"Digo yo no, no se puede sacarse sangre tipo 9:30? NO A LAS 8:30 😤😤"
Anger,osea da las putas gracias que no has estado deprimido hundido en la mierda en vez de llamar a alguien cobarde
Anger,"Trago amargo, yo cada vez que veo videos de ese partido siento un vacío en el estomago feísimo"
Anger,Amo que @Apple haya hecho una actualización para poner lento mi iphone. Lo amo de verdad. #Sarcasmo 😑
Anger,[27/8 23:04] wawitaaa: Vez q no t da boluda [27/8 23:04] wawitaaa: Mañana voy a hablar seriamente con vos  
Anger,"que asco la gente que esta tweeteando canciones de linkin park para sacar un par de rts, me parece desagradable."
Anger,@sanitas_atiende estoy muy Disgustada por la gestión en mi póliza y me van pasando de un lado a otro. Decepcion Es la palabra
Anger,via @glendyvasquez: @carloshenrypari  Amargado ... Solo era una pregunta y yaaa ... Deje la amargura
Anger,Chongo usa mi cuenta de Netflix y sólo ve cosas de narcotráfico 
Anger,Odio matemáticas pero él es una bonita vista 
Anger,"@kuroneko_baka98 a mí me has ofendido, de no ser así hubiese sudado de tu cara"
Anger,"@ZettaOfficial El ""lobo"" de los tres cerditos. Sigo indignado."
Anger,#IrreversibleMaldad El amariconao se queja por el hijo de su polola. El pack se recibe completo. 
Anger,"mejor hubiera nacido en barrio peligroso donde todos son adictos a los gyms con pesas de cemento, ya no quiero panza."
Anger,"@xvzla2009 @noelleal No le quitemos sus méritos, no seamos mezquinos!! 😆"
Anger,Eso para vos no es un insulto?
Anger,Si alguien me habla no me enojo
Anger,Es legítimo responder a una provocación con agresión física como señal de imponer respeto.
Anger,"@6b47e7642cda4fb @chuchicharra Es una resentida, pues que el PP le robe a ella, no te jode , y que no le importa,!!!!"
Anger,@osoriojdanielp no joda eso sí da rabia hp
Anger,el caso de silvya likens es tan horrible lpm
Anger,Se fue enojado conmigo
Anger,*Frunce el ceño molesta* me marcharé cuando me tomé el café
Anger,Se enojo por que le hacerte el nombre😂😂
Anger,Que ponga la foto que quiera con quien quiera. Ya no me importa 
Anger,"@NTN24ve eso es lo unico que sabe hacer este señor , amenazar y amenazar"
Anger,@LuchoCassinotti yo no pq me dijiste resentida y sabes q no lo soy
Anger,"Que amargado sooooos, DIOS !!"
Anger,Pues si sos puta ya pue pero no te enojes por que te digan lo que sos 
Anger,ESTOY FELIZ Y ENOJADO
Anger,Cayó el trueno y me sonó el timbre que nunca funcionó xq no hay botón afuera desde q me mudé! 
Anger,Ubos pera ni ira 😭😭
Anger,NO más entrevistas a las 9 de la mañana please 
Anger,Mi madre me ha desertado enfadada porque anoche se me olvido recoger la cocina. El otro dia se olvido de mi y yo no la desperte a las 9
Anger,@AnalimiaSuicide @gorda_facil Y enojo
Anger,OJO QUE SE VIENE LA VENGANZA 
Anger,@LesleyNieto y mucho pinchi chamaca 
Anger,@LauraBarriosHer Y más encima me insulta!! Ufff...ahora ya se me pasó el susto y me dio toda la rabia 😠
Anger,"Indignación e impotencia al ver como nos ningunean, nos faltan al respeto y pisotean el escudo de nuestro club."
Anger,"Cada dos días me encuentro #trolls, en mi caso unionistas demofóbicos, y tienen la mentira y el insulto como único argumento #DontFeedTroll"
Anger,"@xsangrelatina Y las respuestas de la mina fueron súper agresivas, según ella porque es de color colo y lo hizo a propósito "
Anger,"Y qué es lo que tu amigo más te dice? Otros: te quiero, te extraño, vamos a comer. A mí: Qué sufrida eres csmr.   Te odio. 😢"
Anger,"Detesto que me consuelen ""por pesar"""
Anger,"HARTA DE LEER PELOTUDESES COMO ""feliz día a los falsos"" etc etc, PARA DOLIDO, A NADIE LE INTERESA."
Anger,qué ganas de hacer berrinche juju.
Anger,Gracias buses x ser tan puntuales #ironia #mecagoento #siempretarde  🙃🙃🙃
Anger,"@laresolana @elcapiperez no me hagas esto, ya me quería dormir y ahora tendré que ver la resolana "
Anger,"@RASAMA_ Sinceramente, creo que Bahía y Vitolo se lo hubieran comunicado al Atlético y a la prensa igual, para provocar esta situación."
Anger,@yeyoadbm @MConsuelofg @Pamelafy @Interpanic Oye que terrible esta gente.
Anger,Por que carajos estoy viendo una pelicula de terror solo 
Anger,"Qué odio y desesperación estar tan lejos de Tito en este momento! Unas ganas de abrazarlo fuerte, mi sol😳."
Anger,No hay alguna opción de Twitter para bloquear los tweets de minita resentida?
Anger,"MUY LAMENTABLE EL RELATIVISMO MORAL DE NUESTRA SOCIEDAD RESPECTO A LA VIDA. HOY SON LOS NONATOS, MAÑANA LOS ANCIANOS ...MAL, MUY MALA SEÑAL!"
Anger,Pero y esa furia? No te ajites te puede dar algo !🤔😂😂
Anger,"@DalasReview Uno puede tener su opinión sobre el tema, pero amenazar de muerte a alguien ya me parece demasiado"
Anger,@santi_falcone Los machitos agresivos del boxeo se piensan q no se puede opinar. #LibertadDeExprecion 
Anger,@frostscientist Mire no me venga a amenazar >:'v
Anger,"Si antes no me daba sueño, ahora menos... que estrés. "
Anger,woa extrañar hablar con mi persona fav y no twittear gracias a que esta tonta perdió su adaptador >:v
Anger,No empieza más el partido😠
Anger,"@unknownlxstsoul tarde puti, ya perdió la gracia"
Anger,La razón por la que estoy siempre enfadada es porque no recibí mi carta de Hogwarts
Anger,"@mxgglxFK @KohlerLayla @ThxScottishFrxs Me enfado y nos peleamos, chau."
Anger,Detesto que la gente que esta deprimida llegue a ponerlo a uno igual o peor.
Anger,"Supongo que ahora mismo puede parecer que soy un amargado y sólo sé quejarme, pero creo que he vuelto a suspender el examen de hoy."
Anger,Quien me manda a ser tan cabeza duraaaa
Anger,"@MiluuGonzalez__ Muy grave para mi gusto, me wa mori"
Anger,@hermanntertsch La furia de Yavé cayó sobre ellos :)
Anger,"@cintiatrinidiaz Vení que estamos cerca, te juro que no me enojo"
Anger,"@CheetoFighter @frankklife no es insulto,pero q se puede esperar d la manada escatoligica q suDivertimento es aTakar con xno y AnaL_ogias xD"
Anger,Ella tenia terrible cara de perra y tenia tremendo pote
Anger,"¿Los árbitros mandando a la verga al América en un partido? Vaya, que novedad. #Sarcasmo ¿Ahora cuál será la excusa pendeja de la comisión?"
Anger,"Cuando estás enfadado con alguien, esa persona ocupa el 80% de tus pensamientos."
Anger,"Si saco la licencia el jueves, no puedo usar el carro el viernes porque tiene restricción, puta sal "
Anger,Odio irme a dormir sola 😢
Anger,Ese momento de desesperación cuando no encuentro un emoji
Anger,@ObservadBinario @nakamartinez Berro larguísima!! Todo esta muy tétrico esto va mas allá de tensa calma
Anger,Te contestara tu estado pero eres tan culon que me eliminaste en una pelea similar👀😂
Anger,Y ya he hecho la ofensa del día. Buenos días.
Anger,Desde primaria soy Fan fan fan faaaaan de hilary duff h estoy bien indignada porque no están sus albums viejos en Spotify ¡SON LOS BUENOS!
Anger,Y ENSERIO SI NO PARA NO MAS QUE ESTA NO PARA DE NADA Y POR NADA ESTIY FURIOSA
Anger,@MicaSuarez12 Tu indignación me mata JAJAJAJ
Anger,Tremenda angustia tengo jajaja
Anger,Me comi una palabra por estar enojada jaja
Anger,me parece bastante incómodo que me guste alguien porque no me gusta que me guste alguien
Anger,El pueblo le pasa por ensima a la mud y sin conducción este espiral de violencia se volverá muerte y mas muerte lamentablemente
Anger,"Me bajo mucho en la hermana del  raton, pero es que es igual de invivible que el. "
Anger,"Mi mayor problema es que no puedo estar enfadado. Siempre termino perdonando a las personas, incluso cuando no lo merecen."
Anger,@JoseivanMs @G4G_Revenant @OverwatchES Que insulto para Hanzo!
Anger,"@VBajardepeso Nel, es terrible, odio tener boobs grandes"
Anger,"@a_pascual_m @ierrejon No tienes ni puta idea de lo que dices, el insulto por joder y porque se os acaba el chollo."
Anger,A las 8 me tengo que levantar y no puedo dormir 
Anger,@_javiercardenas Con Otegui vitoreado como una ciudadano ejemplar por Barcelona. #sarcasmo
Anger,@Moyascky A mí me dicen que aca llega apenas 4 mb y que rabia
Anger,"@waldorftty < Elisabeth había peleado. El espejo estaba hecho añicos, y varios tramos del suelo se habían manchado de sangre. Segundo >"
Anger,"@itxaP Claro que no. Es igual que cuando no sacan o pixelan fotos de mafiosos, violadores... Encima querrás que sepamos quienes son! #Ironía"
Anger,1..2..3..4..5..6..7..8..9..10 Una vez alguien me dijo que en mis momentos de enojo cuente hasta 10 o mas!💪😁
Anger,@JORGELAMRET @elgrajobajo Q se quema? Pues esos matorrales sin valor! #ironía
Anger,#Barcelona Cual es el nombre del #juez ?! Quien ha detenido la deportación del #Terror Iman #Satty  con el argumento no es un #riesgo  !
Anger,"@Cheboludomr ¿ya comenzarás con eso?, búscate un nuevo insulto."
Anger,"Te aprecio mucho, aunque me jodas hasta el punto del cansancio con el casamiento(?"
Anger,tipo no sé si es peor que se lleven muy mal y sea incómodo o que se lleven muy bien y vos termines solx
Anger,no me puedo creer que buckleming vaya a escribir el 13x02 joder tan pronto un Disgusto
Anger,"@DanielaBlume Si y el daño que pueden provocar con la broma, o el decir lo dije sin querer ... también eh?"
Anger,@kateOFF_ @cathy La cagó ah 
Anger,#BetoASaber. Animarles Guzmán  tirarse abajo economía política  crear caos con su terrorismo y dar pasó a la privatización. del Perú
Anger,@kasoamp Qué horror este engendro. Repulsivo.
Anger,"@DonCokeArayaT Lamentable, naaaada es eternooooo"
Anger,Que asco ese perfume. Me hizo doler la cabeza 😢
Anger,Increíble la cantidad de pelotudeces que hablamos con esta mina 
Anger,@pollitou_ @SoyGerardCortez Culpas a la víctima de un abuso de confianza grave.
Anger,No se pa que anda de ofendido si tambien ta bien torcido
Anger,Gianfranco dice que cuando me enojo soy el demonio hecho mujer. Jajaja no terminó de conocerme este chico.
Anger,@VallOPerroLoco Juega :v los juegos friv alv :v
Anger,"de las cosas que podríamos estar disfrutando, pero se quiso quedar con el sabor amargo"
Anger,no entiendo por que verga teniendo tanta capacidad de debatir y siendo tan extrovertida cuando debato en mi curso empiezo a temblar
Anger,Sigo completamente indignada.
Anger,@lacayo_jassend Mi sentimientos idiota 
Anger,"@lareina_alerta @MuniLaReina actividad sospechosa, vecinos y yo llamamos al 1419, quedaron de mandar un móvil y no llegó."
Anger,Qué es lo que busca el hombre?  Corromperse más?   Dios está indignado de esta sociedad la venida del sr. Jesucristo  está cerca.
Anger,No es de resentimiento madre pero hubiese preferido que me pusieses en el polivalente
Anger,Porque demoran en Venirme a buscar?😠😠😅
Anger,"@giselacardena12 Entiendo tu estado de enojo, me dejaste con la mano en el aire🤙"
Anger,"@miguelmari5 @gaceta_es @blythe_club ser de izquierdas es ser resentido, envidioso y violento. No existe izquierdista buena persona."
Anger,La puta madre que susto me pegué jajajajaja
Anger,@LivSyk Exacto. Te cuento por la tarde que ahorita estoy leyendo algo jajaja y no puedo concentrar mi enojo de la separación bien.
Anger,"@amparychilena @Cooperativa Tipico de amargada,que triste tu vida pabree,y tontorrona🙊"
Anger,"Que negros de mierda,se tiene que morir todos esos hijos de puta"
Anger,"@Apixelados Ai esta feliz,trizte,enojado,preocupado,asqueado y drogao"
Anger,"@NatashaCoronel No es nio tan grave, no se le desea que se le descomponga la ducha ni a tu peor enemigo 💔"
Anger,El subnormal diciendo que le hemos amenazado xdddddddddd
Anger,"Cancele la suscripción a Netflix, hijos de puta me sacaron American Horror Story. Ojala se fundan los hijos de puta"
Anger,"@_DAVE_fs No, sigue siendo una pesadilla.."
Anger,"El coño e su madre , tembló aquí en Caracas. En la castellana "
Anger,"Le mandé msj y no me contesto.. ganas de ir hasta el local no tengo, maldito peco"
Anger,"Mi papa me dice vos estas nerviosa por algo a mi no me jodes y yo nonono,ni les conte que desaprobe todavia alto estresss mabel"
Anger,@NestorReverol Es lamentable tanto odio inoculado de la derecha fascistas! por eso NO VOLVERAN !
Anger,Cada vez que estoy aburrida me corto el flequillo. Pero tan pelotuda voy a ser? Encima odio como me queda
Anger,Usted si que no vale la pena
Anger,Quemada es poco😤
Anger,"Odio ser tan sensible, me emociono muy rápido, me enojo muy rápido y me pongo mal el doble de rápido."
Anger,@MeliAyelen_ Ma te vale igual estoy #enojada chau
Anger,Pero a mi quien mierda me manda a elegir esta carrera de mierda... lease entre lineas (amo mi carrera y por eso me enojo) #Relatosalvaje
Anger,1 - El hecho de que el presidente Medina se escude detrás de los jefes militares ante esta válida alarma de los buenos y verdaderos...
Anger,Casi la 1am y yo con este insomnio 
Anger,Y todavía me dejan mensaje en en buzón de voz @claroguatemala 
Anger,Quejarse de los spinners es igual de pendejo que usarlos.
Anger,"Estoy re deprimida hace meses y a nadie le importa, ni siquiera lo notan. Pero yo si me tengo que preocupar por como se sienten los demas"
Anger,excusa del cabreo y la indignación de la gente no les va a servir mucho tiempo para tapar toda la indecencia y el totalitarismo que subyace
Anger,@Quadratin_Ver ¡Tremendo hijo de mil putas! Asco!
Anger,"@AntoAntimilla Si las ves te vas a arrepentir, terrible asco"
Anger,Joda cule rabia esa monda mk.
Anger,@FireofRam @KekoMDZ JUSTO TE HE VISTO POR LA TL Y TE IBA A INSULTAR
Anger,「@Rodolphustty」 «rabia y las maldiciones imperdonables comenzaban a sonar en su cabeza como una apetecible y tétrica cancioncilla de»
Anger,"Recordé que un dentista estaba revisando mis dientes, se quitó los guantes e hizo movimientos obscenos con sus dedos en mi boca. "
Anger,@EquipoCFK No hacía falta tomarlo tan en serio al grandote pavo
Anger,Que horrible dormir con pantalon lpm
Anger,"@MaspiDIAL #trapero Panda de ignorantes!!...perdio 17 horas vitales...no vio bombonas...no vio versiculos #coran...no puso #bolardos, #miedo"
Anger,COMO ES ESO QUE ME SACARON AMERICAN HORROR STORY DE NETFLIX LLORO💔💔💔💔
Anger,¡No quiero gente amargada que este cerca de mi!
Anger,Ese terrible momento cuando ya por fin te acomodas en tu cama y...te dan ganas de orinar 😢
Anger,Ya nose más ni que pensar con todo esto 
Anger,Que cosa horrible estar resfriado y no sentirle el gusto a la comida
Anger,Me usaron de amuleto sin que yo sepa y central perdió 4-0 
Anger,"@gamarro10 @ExtraGuatemala Fíjate que son 5 por todos, es lamentable; casi toda la comunidad vive de esa manera."
Anger,Como estoy odiando este insomnio 😥
Anger,"Seremos Hnas , Pero Ya No Te Aguanto  "
Anger,@MilagrosLeivaG @RPPNoticias Porqué negó vínculos con apuestas y a pesar de fotos? Porqué oculta si nada teme o debe??
Anger,"@EmiRatajkowski Es que es una ofensa para la población penastica, okis."
Anger,Me invitan a tomar una birra y vuelvo borracha a mi casa.  Así  no  se  puede En tres horas me levanto 
Anger,"No tengo wifi y no me descargue ninguna serie para ver, entonces me toca acostarme ""temprano"" y eso que mañana es festivo.  Odio todo"
Anger,"Encima que le escribí 84 cosas me contesta 3 palabras y más forra que nose que, copado amiga "
Anger,"@oceanodelaura Lamentablemente la afinidad ideológica de la mayoría de los partidos de la MUD, los conlleva serles funcional al PSUV."
Anger,Como me purga que le hable al viento ........ #enojada
Anger,"Necesito salir en la oscuridad veo más claro que con dos soles, y es una porquería todo lo que se me atraviesa 😂"
Anger,"Cuidado, mi madre ha comprado butifarra catalana. Voy a dejar de hablarle hasta que la queme. No a lo catalán. #ironía"
Anger,yo no soy de amenazar me gusta hablar con echossssss...
Anger,@Ojitoschinooos Esa quien? Porq siempre tenes q meter a alguien che pajerito resentido jajajajajajaja
Anger,Siempre que lo veo la cara de ojete que le pongo y las ganas de tirarle agua hirviendo son inevitables
Anger,Si antes me sentía desanimada ahora estoy peor /patea su banquito y se va alv.
Anger,@abi_quesada @AleVarela08 Tan violenta 
Anger,aliade: las mujeres son x si solas no x un hombre sí al poder de decisión💪 *se entera de que tienes novi* aliade: bua m enfado y no rspiro
Anger,"Sí, soy un sangrón y un amargado jajajaja.: me siento solitario"
Anger,me tienes ofendido gran malparido pero espero y la saqes ahoritaaaaa
Anger,@teleSURtv Cuanto ántes en cana!!! Viejo satánico cobarde y corrupto!!! Temer = a mugrizzio.
Anger,@CNT_EC tengan la gentileza de reparar el servicio de internet en mi casa! Es terrible que todos los días tenga problemas con la conexión
Anger,@maquita_r @manedelaparra Pues el que ya la agarro a besos fue #Raul 😡😡😡😡
Anger,"no se por que me caliento , si era de esperarse . la prioridad primero y tercero con suerte lo mio"
Anger,15 días para inscribir materias y casi un mes para entrar de nuevo. Que está dicha tan hijueputa!
Anger,Por que hptas tengo que ser tan orgullosa cuando se trata de el :(
Anger,Alguien anda resentido. 😂😂😂😂
Anger,"Les juro que no esperaba que la diversión de la peda fuera ver al hijo de alguien bailar, si tiene un año."
Anger,Es que mi nivel de madurez es superior al de los demás  - Una amargada.
Anger,Estoy tan aburrido en estas vacaciones que soy capaz de irme a la mierda por ahí un par de días. Estoy viendo Colón entre rios.
Anger,@PaisdePrimera50 @PedroBordaberry Uhhhh salio el insulto infaltable
Anger,quédate con la dulzura yo soy más de chocolate amargo🐱
Anger,Cómo le saltan los prejuicios de clase al progre cuando ve colas de gente por un descuento. Ay que  espanto gordooo.
