,emotion,text,Clean_Text
702,Anger,@cohesionmaligna es más enojo que persona.,es más enojo que persona.
703,Anger,"El descontento, el cansancio, la obstinacion, LA ARRECHERA esta tomando el plano atmosférico en mi país!","El descontento, el cansancio, la obstinacion, LA ARRECHERA esta tomando el plano atmosférico en mi país!"
704,Anger,"03:48 y yo sin poder dormirme, lpm ","03:48 yo sin poder dormirme, lpm"
705,Anger,Es muy fácil sonreír  y filosofar cuando es otro el que esta echo mierda,Es muy fácil sonreír filosofar cuando es otro el que esta echo mierda
706,Anger,#AlertaYihadM4 ¿Qué pretendéis diciendo a la población que está en manos de negligentes q ni siquiera atienden alertas de Bélgica? #Terror,#AlertaYihadM4 ¿Qué pretendéis diciendo la población que está en manos de negligentes q ni siquiera atienden alertas de Bélgica? #Terror
707,Anger,"Tengo que estudiar, qué paja. Hace tiempo no tenía que hacerlo, la vida era más linda 😥","Tengo que estudiar, qué paja. Hace tiempo tenía que hacerlo, la vida era más linda 😥"
708,Anger,"Me enojo súper rapido,lpm🙄✋","enojo súper rapido,lpm🙄✋"
709,Anger,@MelissaCh_07 Sho! 🔫🔪 dejame! A estoy haciendo lo biología! 😭,Sho! 🔫🔪 dejame! estoy haciendo lo biología! 😭
710,Anger,@Laesebeefe Detesto comer fuera de hora.  😠,Detesto comer fuera de hora. 😠
711,Anger,"@Gastako @realista111 Es una interesada no estaba tan enfadada con Alejandro?, Xq se fue con el al hotel? Buitre es un buitre","Es una interesada estaba tan enfadada con Alejandro?, Xq se fue con el al hotel? Buitre es un buitre"
712,Anger,"mi problema es q me preocupo mucho por las personas más desagradecidas, y quiénes merecen mi atención no les paro ni 5 de bolas, que rabia","mi problema es q preocupo mucho por las personas más desagradecidas, quiénes merecen mi atención les paro ni 5 de bolas, que rabia"
713,Anger,Aaaaah... Me encanta el olor a dióxido de nitrógeno por la mañana. #ironía #escenario1,Aaaaah... encanta el olor dióxido de nitrógeno por la mañana. #ironía #escenario1
714,Anger,"@FABIOLAROJASV Por todo, me tienen mamao, me sabe a cacho viejo Venezuela ","Por todo, tienen mamao, sabe cacho viejo Venezuela"
715,Anger,SIEMPRE tengo problemas para sacar las entradas por internet @HoytsArgentina 😡😡😡,SIEMPRE tengo problemas para sacar las entradas por internet 😡😡😡
716,Anger,"Y es entonces cuando te das cuenta de las cosas solo pasan una vez, y por más que te esfuerces ya no puedes volver a querer 3MSC.... 😭","es entonces cuando te das cuenta de las cosas solo pasan una vez, por más que te esfuerces ya puedes volver querer 3MSC.... 😭"
717,Anger,"Después de quemar 3 iglesias, la Delegación del Gobierno y 5 Zaras...me voy a dormir! Que los catalanes hacemos cosas! #Hispanofobia #ironia","Después de quemar 3 iglesias, la Delegación del Gobierno 5 Zaras...me voy dormir! Que los catalanes hacemos cosas! #Hispanofobia #ironia"
718,Anger,@Angelcuentatwit ¿¿?? pero desde cuándo en España las Fuerzas del Orden cargan contra ciudadanos libres?? #ironía on,¿¿?? pero desde cuándo en España las Fuerzas del Orden cargan contra ciudadanos libres?? #ironía
719,Anger,No puedo abrazar a mi mamá pq aparecen los perros y me ladran... Y yo que creía que exageraba con los celos ,puedo abrazar mi mamá pq aparecen los perros ladran... yo que creía que exageraba con los celos
720,Anger,"El dolor interior te está devorando, robándote la alegría y paralizando tu capacidad de amar... debes perdonar.","El dolor interior te está devorando, robándote la alegría paralizando tu capacidad de amar... debes perdonar."
721,Anger,Me wa dormir con una rabia la HIJUEPUTA.,wa dormir con una rabia la HIJUEPUTA.
722,Anger,Hacía tiempo que no sentía el #estar #enfadada xd qué calor.,Hacía tiempo que sentía el #estar #enfadada xd qué calor.
723,Anger,"@PrincxssGrimes «pesar de su dolor se levanto, me enfrento y asintió, pude notar la rabia en sus ojos, pero lo que mas dolió no fue saber»","«pesar de su dolor se levanto, enfrento asintió, pude notar la rabia en sus ojos, pero lo que mas dolió fue saber»"
724,Anger,Qué rabia que tengo y me tengo que ir a cosoooo,Qué rabia que tengo tengo que ir cosoooo
725,Anger,Me he enojado más con él estando a distancia #mierda,enojado más con él estando distancia #mierda
726,Anger,Taiga se enojo.,Taiga se enojo.
727,Anger,Tienen cada salida a veces estos pendejos q me hacen cagar de risa,Tienen cada salida veces estos pendejos q hacen cagar de risa
728,Anger,Odio que se metan ,Odio que se metan
729,Anger,Ojalá y Dios ponga su mano para tener calma de la sed de venganza que puede continuar.,Ojalá Dios ponga su mano para tener calma de la sed de venganza que puede continuar.
730,Anger,"@Polly_SDR Gracias, hija. Aquí estoy, poniéndome hielo, que parece que me he peleado con alguien..","Gracias, hija. Aquí estoy, poniéndome hielo, que parece que peleado con alguien.."
731,Anger,No sé bien que pasó con la policía en la colon pero yo vivo en frente y estoy cansada de no poder dormir por el kilombo que hacen 😒,sé bien que pasó con la policía en la colon pero yo vivo en frente estoy cansada de poder dormir por el kilombo que hacen 😒
732,Anger,@shere @Laraura22 @AnyccGH @LidiKatoo 😡 y yo???? Un ollon?  Perras malditas 😢😢😢😢,😡 yo???? Un ollon? Perras malditas 😢😢😢😢
733,Anger,"@intratablestv: @MicheliPablo No infeliz, 4 o 5 votos vas a tener descerebrado!","infeliz, 4 5 votos vas tener descerebrado!"
734,Anger,"Y por ello, al ser una espera dramática y televisada, marco un antes y un después, una reacción lógica de ira del pueblo, q fué descafeinada","por ello, al ser una espera dramática televisada, marco un antes un después, una reacción lógica de ira del pueblo, q fué descafeinada"
735,Anger,"@nicoo_ncl Hasta me parecieron más llevaderas las dos primeras, el reboot es lamentable.","Hasta parecieron más llevaderas las dos primeras, el reboot es lamentable."
736,Anger,Cuando me enojo lloro o tiro las cosas.,Cuando enojo lloro tiro las cosas.
737,Anger,soy terrible yeta por la chucha por qué nací así,soy terrible yeta por la chucha por qué nací así
738,Anger,cuando me enojo con él automáticamente me enojo con todo el mundo,cuando enojo con él automáticamente enojo con todo el mundo
739,Anger,@itzelsandino Amargo total.,Amargo total.
740,Anger,"@Majunezd horrible. Por eso un punto intermedio es la excusa que se sabe excusa como la de ""estoy con alguien"".","horrible. Por eso un punto intermedio es la excusa que se sabe excusa como la de ""estoy con alguien""."
741,Anger,"Ansiosa y estresada estoy y no tengo tiempo para nada... pero bueno, esa ha sido mi pequeña reflexión de hoy😊 (tmb es xq me estoy leyendo +)","Ansiosa estresada estoy tengo tiempo para nada... pero bueno, esa ha sido mi pequeña reflexión de hoy😊 (tmb es xq estoy leyendo +)"
742,Anger,@JPAlvarezGuedea @clubleonfc @VivoEnLeon @LeonesEsmeralda @fitopons3 QUE HORROR DE PLAYERAS!,QUE HORROR DE PLAYERAS!
743,Anger,No han sacado nada de Banri ni Itaru y me siento muy indignada.,han sacado nada de Banri ni Itaru siento muy indignada.
744,Anger,@radicalyfeliz @evoespueblo Y para insultar da la cara y nombre cobarde,para insultar da la cara nombre cobarde
745,Anger,@Ronald_MacKay Que verga ,Que verga
746,Anger,"@BuffaloWingscol ☡ resulta alarmante  la  situación  señalada, requiere de respuesta de fondo y clara. Da cuenta de irregularidad. ☡","☡ resulta alarmante la situación señalada, requiere de respuesta de fondo clara. Da cuenta de irregularidad. ☡"
747,Anger,"@Chocu_ Chocu, tienes que poner el hashtag #ironía o #broma porque si no la gente se podría ofender y tomárselo de manera literal.","Chocu, tienes que poner el hashtag #ironía #broma porque si la gente se podría ofender tomárselo de manera literal."
748,Anger,#AnimalesSueltos a Asis le parece un espanto lo de Lula por un dpto de mierda. PERONISMO EXPLICITO ✌️✌️✌️✌️,#AnimalesSueltos Asis le parece un espanto lo de Lula por un dpto de mierda. PERONISMO EXPLICITO ✌️✌️✌️✌️
749,Anger,@Factanonverbaa_ Quién cojones eres y por qué me estás stalkeando si no me he dirigido a ti en la vida. Serás otro ofendido en fin. Block.,Quién cojones eres por qué estás stalkeando si dirigido ti en la vida. Serás otro ofendido en fin. Block.
750,Anger,"Soy la persona mas buena y pelotuda a la vez, pero cuando me canso ya no estoy más ","Soy la persona mas buena pelotuda la vez, pero cuando canso ya estoy más"
751,Anger,"🎵No me folles con tus barbas🎵 que las tienes pringadicaaaaas 🎵y si lo haces, por venganza🎵 yo te pego mis ladillaaaaas🎵🎵 #SilvesJotero","🎵No folles con tus barbas🎵 que las tienes pringadicaaaaas 🎵y si lo haces, por venganza🎵 yo te pego mis ladillaaaaas🎵🎵 #SilvesJotero"
752,Anger,"@MINDSREV0LUTI0N @PabloHiriart Tú ni filosofía tienes, solovino enajenado, solo entras a zurrar en la red a nombre de tu mesías ","Tú ni filosofía tienes, solovino enajenado, solo entras zurrar en la red nombre de tu mesías"
753,Anger,No se ponga el sol sobre vuestra enojo Efesios 4:23  NO PUEDES EVITAR LA OFENSA PERO SI PERMANECER OFENDIDO,se ponga el sol sobre vuestra enojo Efesios 4:23 PUEDES EVITAR LA OFENSA PERO SI PERMANECER OFENDIDO
754,Anger,"Hoy la mala es la policía por defender el orden y el estado de derecho, los señores que han violado la Constitución son santos...#Ironía","Hoy la mala es la policía por defender el orden el estado de derecho, los señores que han violado la Constitución son santos...#Ironía"
755,Anger,Estoy perdiendo como 2 cm de músculo por estar hablando contigo. -@Eozmar ,Estoy perdiendo como 2 cm de músculo por estar hablando contigo. -
756,Anger,Me pusieron el primer parcial el 29 d agosto.. De psicologia.. sos joda loco.. Era en septiembre.. Por q lo cambian 😠😠,pusieron el primer parcial el 29 agosto.. De psicologia.. sos joda loco.. Era en septiembre.. Por q lo cambian 😠😠
757,Anger,"Lamentablemente... Esto ya llegó a su fin.  —Sí, está cantando. —  Lamentablemente... ya ni me acuerdo de ti.","Lamentablemente... Esto ya llegó su fin. —Sí, está cantando. — Lamentablemente... ya ni acuerdo de ti."
758,Anger,Fooaaaaa cansada de la misma mierda de siempre❌🚫,Fooaaaaa cansada de la misma mierda de siempre❌🚫
759,Anger,poner la alarma y ver las pocas horas para dormir que te quedan es mas que un puñal al corazón,poner la alarma ver las pocas horas para dormir que te quedan es mas que un puñal al corazón
760,Anger,@SergiDeCanBlai Eso tiene un nombre..pero no quiero ofender a las profesionales relacionandolas con este sujeto,Eso tiene un nombre..pero quiero ofender las profesionales relacionandolas con este sujeto
761,Anger,"Estoy indignada, como van a sacar la unica libreria que habia en Solano por un local de zapatos!.","Estoy indignada, como van sacar la unica libreria que habia en Solano por un local de zapatos!."
762,Anger,Me encojona esta mierda de estar a piee odio depender de la gente 😤,encojona esta mierda de estar piee odio depender de la gente 😤
763,Anger,Les juro q sigo indignada porque en sábado no pasaron el puti short :'(,Les juro q sigo indignada porque en sábado pasaron el puti short :'(
764,Anger,"Me odio, soy muy ansiosa😣😣","odio, soy muy ansiosa😣😣"
765,Anger,Tengo unas ganas ni las más hijueputas de comprar una Lona de boxeo y darle puños a lo maldita todo el día con horror temas a todo volumen.,Tengo unas ganas ni las más hijueputas de comprar una Lona de boxeo darle puños lo maldita todo el día con horror temas todo volumen.
766,Anger,Pensé que se me habría pasado el Disgusto pero no,Pensé que se habría pasado el Disgusto pero
767,Anger,"Se enojo ,me dejo mandándolo a la mierda sola y se durmió.","Se enojo ,me dejo mandándolo la mierda sola se durmió."
768,Anger,Qué más me da no tener clase si me despierto a las 7 igualmente 😥,Qué más da tener clase si despierto las 7 igualmente 😥
769,Anger,@shawnefasto dijiste q un shipp q me incluía era horrible así q me hablaste d alguna manera,dijiste q un shipp q incluía era horrible así q hablaste alguna manera
770,Anger,@faglaurent No me ilusiones así 😤,ilusiones así 😤
771,Anger,@lifeislali Para mi todos no! No creo que taaaan justo Nicolás la lleve a donde están todos los malos ,Para mi todos no! creo que taaaan justo Nicolás la lleve donde están todos los malos
772,Anger,Le estaba por mandar un msj y me acordé que estaba enojada,Le estaba por mandar un msj acordé que estaba enojada
773,Anger,"Pues en su intento por insultarme me dijo ""negro"" y ""marico"" y me pregunto que cuál será el nivel de este ser al decirme eso como insulto","Pues en su intento por insultarme dijo ""negro"" ""marico"" pregunto que cuál será el nivel de este ser al decirme eso como insulto"
774,Anger,"@CastelarCibrian @ComicoNovato eso mero, provincia. Pero no te enojes, pareces perro de la calle rabioso. Anda di algo de mi avatar.","eso mero, provincia. Pero te enojes, pareces perro de la calle rabioso. Anda di algo de mi avatar."
775,Anger,@EmiBrez Te odio,Te odio
776,Anger,Estos pulmones asmáticos no me sirven para nada,Estos pulmones asmáticos sirven para nada
777,Anger,SOS PILATOS !!!!: me siento furiosa,SOS PILATOS !!!!: siento furiosa
778,Anger,Cómo justificáis el desprecio de Carmena al #HomenajeBlancoEP? Cómo podéis decir que Otegi es un luchador por la paz? Os importa ofender?,Cómo justificáis el desprecio de Carmena al #HomenajeBlancoEP? Cómo podéis decir que Otegi es un luchador por la paz? Os importa ofender?
779,Anger,"@elpaisuy Lamentable lo del pozo, ingenioso el festejo #ironia","Lamentable lo del pozo, ingenioso el festejo #ironia"
780,Anger,Y de golpe son las 7 de la tarde 😱😩⛈ ,de golpe son las 7 de la tarde 😱😩⛈
781,Anger,Me pone de mal humor hacer maletas 😤,pone de mal humor hacer maletas 😤
782,Anger,Ver las imágenes que he subido a Twitter es que si lo más vergonzoso ,Ver las imágenes que subido Twitter es que si lo más vergonzoso
783,Anger,"Pelotas de goma de héroes demócratas contra terroristas peligrosos con armas letales llamadas ""urnas. #Ironía #RajoyDIMISION","Pelotas de goma de héroes demócratas contra terroristas peligrosos con armas letales llamadas ""urnas. #Ironía #RajoyDIMISION"
784,Anger,"Me aburre la gente que sigue a las masas, que no se la juega, que no rompe reglas.","aburre la gente que sigue las masas, que se la juega, que rompe reglas."
785,Anger,"@allisonlopez_ @aramirodriguez @rociomeza_ Ah ya, nosotros fuimos su diversión y ahora quieren salir sin nosotros? Ok Marta","Ah ya, nosotros fuimos su diversión ahora quieren salir sin nosotros? Ok Marta"
786,Anger,"@floxwerchild enojado no, emputado sí","enojado no, emputado sí"
787,Anger,Me acaban de traer unos papeles al despacho impresos en impresora de aguja.  Parece que haya gente peleada con el Siglo XXI.,acaban de traer unos papeles al despacho impresos en impresora de aguja. Parece que haya gente peleada con el Siglo XXI.
788,Anger,Terrible desconaiderada sosss amiga,Terrible desconaiderada sosss amiga
789,Anger,Hoy descubrí que hay una torta de kibi. Malditos fuereños. #sarcasmo,Hoy descubrí que hay una torta de kibi. Malditos fuereños. #sarcasmo
790,Anger,se enojo(?),se enojo(?)
791,Anger,@lahistoriaec @classo2012 Tiemblan porque habían logrado la autocensura a punta de terrorismo,Tiemblan porque habían logrado la autocensura punta de terrorismo
792,Anger,Esta boluda de la vidal me aparece en todos los anuncios de youtube 😠😠😠😠,Esta boluda de la vidal aparece en todos los anuncios de youtube 😠😠😠😠
793,Anger,"@NivoXZ AMARGADA, EN SERIO 🤣🤣🤣🤣😂","AMARGADA, EN SERIO 🤣🤣🤣🤣😂"
794,Anger,"No quería q salte mi ex y retruquemos lo q faltò, lo q no hizo, etc etc etc 😔 , es un volver al pasado , y es triste. Puto día .","quería q salte mi ex retruquemos lo q faltò, lo q hizo, etc etc etc 😔 , es un volver al pasado , es triste. Puto día ."
795,Anger,Cuando creo haber encontrado la calma. Vuelvo a enloquecer,Cuando creo haber encontrado la calma. Vuelvo enloquecer
796,Anger,"Y que el vato anda como indignado, no entiendo todo esto","que el vato anda como indignado, entiendo todo esto"
797,Anger,y de pronto viene el conductor del autobús con una rabieta por cargarme su suelo a atropellarnos y ahí me desperté,de pronto viene el conductor del autobús con una rabieta por cargarme su suelo atropellarnos ahí desperté
798,Anger,Necesito que el colo arregle su celular ya ,Necesito que el colo arregle su celular ya
799,Anger,"kihyun perdió el piedra, papel o tijera con wonho y le dio tremendo empujón a hyungwon JASJASJSAJSAJSAJ","kihyun perdió el piedra, papel tijera con wonho le dio tremendo empujón hyungwon JASJASJSAJSAJSAJ"
800,Anger,@Matglez Vergonzoso el papelito del Madrid. Hace como que va a pagar más para provocar la negativa y así ahorrarse la pasta. Patéticos,Vergonzoso el papelito del Madrid. Hace como que va pagar más para provocar la negativa así ahorrarse la pasta. Patéticos
801,Anger,"Tengo el nazo hirviendo, y las manos congeladas","Tengo el nazo hirviendo, las manos congeladas"
802,Anger,Odio enojarme tan fácil,Odio enojarme tan fácil
803,Anger,FLORES VOTA EN CONTRA LA LEY  SI LO ÚNICO QUE DEFIENDE ES A SU MENTOR POLÍTICO   EL CHICO ZALDÍVAR A QUIEN  NO SOPORTO VERLO LLORAR,FLORES VOTA EN CONTRA LA LEY SI LO ÚNICO QUE DEFIENDE ES SU MENTOR POLÍTICO EL CHICO ZALDÍVAR QUIEN SOPORTO VERLO LLORAR
804,Anger,Por la chucha ya empezaron las noches calurosas 😥,Por la chucha ya empezaron las noches calurosas 😥
805,Anger,siempre igual ya estoy harto #indignado #enfadado,siempre igual ya estoy harto #indignado #enfadado
806,Anger,Pesa mas la #rabia q el #cemento,Pesa mas la #rabia q el #cemento
807,Anger,Me tienen sin internet y sin tvporcable por culpa d unas obras. 9am y veo bobesponja por clantv #graciasmovistar por la rapidez #ironia,tienen sin internet sin tvporcable por culpa unas obras. 9am veo bobesponja por clantv #graciasmovistar por la rapidez #ironia
808,Anger,Me duele el cuello!!!! ,duele el cuello!!!!
809,Anger,@fuertes_jorge @rubenuria Luego sacas un comunicado haciéndote el muy indignado y todo en paz.,Luego sacas un comunicado haciéndote el muy indignado todo en paz.
810,Anger,"@MrMisingno @VidaModernaOML A QUIÉN LLAMAS RARO, ESTOY OFENDIDO.","QUIÉN LLAMAS RARO, ESTOY OFENDIDO."
811,Anger,Devuelvanme la vitalidad que tenía en selectivo ,Devuelvanme la vitalidad que tenía en selectivo
812,Anger,"@DuvDaz Mucha amargura, bye","Mucha amargura, bye"
813,Anger,HIJO DE TU REPUTOSIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender a su mama no la conozco es solamente una expresión de odio así el,HIJO DE TU REPUTOSIMA BOMBA PERRA ESTUPIDA BABOSA MADRE😡😡😡😡😡😡😡sin ofender su mama la conozco es solamente una expresión de odio así el
814,Anger,"@gvvvalentino uff, terrible","uff, terrible"
815,Anger,tengo comezón en la garganta que desesperación,tengo comezón en la garganta que desesperación
816,Anger,Hoy no fue un día agradable...,Hoy fue un día agradable...
817,Anger,@__kleos Ñiñiñiñiñi estoy indignada con la gente de esa zona. Cada día les soporto menos..,Ñiñiñiñiñi estoy indignada con la gente de esa zona. Cada día les soporto menos..
818,Anger,NO PUEDEN SACAR AMERICAN HORROR STORY DE NETFLIX. LLAMEN A MIS ABOGADOS,PUEDEN SACAR AMERICAN HORROR STORY DE NETFLIX. LLAMEN MIS ABOGADOS
819,Anger,"RT DianaferValle: Ser universitaria te lo defino como estar y tener una depresión,enojo y estrés más grandes que los de Hanna baker litera…","RT DianaferValle: Ser universitaria te lo defino como estar tener una depresión,enojo estrés más grandes que los de Hanna baker litera…"
820,Anger,Hoy que estoy ansiosa a la gente le da con  joder🤦🏾‍♀️,Hoy que estoy ansiosa la gente le da con joder🤦🏾‍♀️
821,Anger,Sola nomas me hago la cabeza,Sola nomas hago la cabeza
822,Anger,es que archie colega sólo tienes músculos y judhead mira en serio ojalá te hubieran matado a ti y no a jason,es que archie colega sólo tienes músculos judhead mira en serio ojalá te hubieran matado ti jason
823,Anger,Le conte y se enojo y si no le cuento se enoja igual 👌😂😂,Le conte se enojo si le cuento se enoja igual 👌😂😂
824,Anger,Más horrible no puede quedar el horario de este semestre 😤😶,Más horrible puede quedar el horario de este semestre 😤😶
825,Anger,"Y bueno, dejemos de remar por hoy que hasta ayer estaba muy enfadado con la venta de Yuri y el posible fichaje de Iñigo por el Inter...","bueno, dejemos de remar por hoy que hasta ayer estaba muy enfadado con la venta de Yuri el posible fichaje de Iñigo por el Inter..."
826,Anger,Me había despertado con buena onda y julian la re cago como siempre 👌,había despertado con buena onda julian la cago como siempre 👌
827,Anger,@ZZMetamorfosis Yo en estos casos recurro a alguna escena de Un día de furia.,Yo en estos casos recurro alguna escena de Un día de furia.
828,Anger,@YixingHeartbeat loko pero q papel lamentable esta haciendo esa mira que burlarse de eso,loko pero q papel lamentable esta haciendo esa mira que burlarse de eso
829,Anger,"@RaulOlive @MexicoFER @jrisco Y quiza te critiqué, por tu obesidad mórbida y tu pésimo gusto. Ups #sarcasmo","quiza te critiqué, por tu obesidad mórbida tu pésimo gusto. Ups #sarcasmo"
830,Anger,"@ischargro @dgannio Es mucho Peor d lo q dice el MENTIROSO d GONZALES FRAGA. Hay HAMBRE, POBREZA, TRISTEZA, DESAZÓN, HAMBRUNA, MUERTE.","Es mucho Peor lo q dice el MENTIROSO GONZALES FRAGA. Hay HAMBRE, POBREZA, TRISTEZA, DESAZÓN, HAMBRUNA, MUERTE."
831,Anger,Odio cuanti está todo el mundo enfadado y gritando o sea que puta culpa tengo yo,Odio cuanti está todo el mundo enfadado gritando sea que puta culpa tengo yo
832,Anger,La #Cárcel más grande es el ,La #Cárcel más grande es el
833,Anger,Si alguien quiere traer unas facturitas no me enojo... 😊,Si alguien quiere traer unas facturitas enojo... 😊
834,Anger,"Por trágica noticia, puse a profundizar un cachito, como para hablar con propiedad. Conclusión es la misma: qué completa mierda Linkin Park.","Por trágica noticia, puse profundizar un cachito, como para hablar con propiedad. Conclusión es la misma: qué completa mierda Linkin Park."
835,Anger,"Llega mi jefe y dice:  Juntemosmos en mi oficina en 15 minutos más, osea nika salgo hoy a las 20 hrs 😤","Llega mi jefe dice: Juntemosmos en mi oficina en 15 minutos más, osea nika salgo hoy las 20 hrs 😤"
836,Anger,@notthefrozenguy @6baphomet Me estoy tomando el auto-odio muy en serio!!,estoy tomando el auto-odio muy en serio!!
837,Anger,Yo no tengo suerte en esto #GisselleKuri #SebastiánVillalobos #PDCs #KCAMexico,Yo tengo suerte en esto #GisselleKuri #SebastiánVillalobos #PDCs #KCAMexico
838,Anger,Qué pasa que si no eres alguien conocido no te toman en serio o qué,Qué pasa que si eres alguien conocido te toman en serio qué
839,Anger,"@softestangcl No me enojo, es una expresión :( me refería a molestarlo un poco. Gerardito jajaj qué lindos podo(?","enojo, es una expresión :( refería molestarlo un poco. Gerardito jajaj qué lindos podo(?"
840,Anger,Perfil:  — Bien webon. — Bien inocente. — Solamente juega juegos.  — Tiene actitudes de matanza.  — Seguramente me mate luego de esto¿,Perfil: — Bien webon. — Bien inocente. — Solamente juega juegos. — Tiene actitudes de matanza. — Seguramente mate luego de esto¿
841,Anger,"Por alguna razón odio que me sigan mujeres que no conozco en instagram. Es como sospechoso, no se, vainas mías","Por alguna razón odio que sigan mujeres que conozco en instagram. Es como sospechoso, se, vainas mías"
842,Anger,Que desgradable no poder dormir y tener que estar en pie en unas horas ,Que desgradable poder dormir tener que estar en pie en unas horas
843,Anger,Terrible velero están haciend,Terrible velero están haciend
844,Anger,Compartimos el gusto por los gatos y el odio por el llanto de los niños.,Compartimos el gusto por los gatos el odio por el llanto de los niños.
845,Anger,¿Qué tan resentida puedes estar para querer meterte en una relación? ¿Quién te hizo tanto daño? 🤔,¿Qué tan resentida puedes estar para querer meterte en una relación? ¿Quién te hizo tanto daño? 🤔
846,Anger,Ches mamadas que digo Mi cerebro procesa pendejadas a nivel industrial y cantidades inifinitas a cada segundo ,Ches mamadas que digo Mi cerebro procesa pendejadas nivel industrial cantidades inifinitas cada segundo
847,Anger,Modo puta amargada ON,Modo puta amargada
848,Anger,@vertvnoticias Bueno a estos le hemos escuchado decir cada cosa... !! Infeliz ...,Bueno estos le hemos escuchado decir cada cosa... !! Infeliz ...
849,Anger,@florescecee Alguien se enojo conmigo,Alguien se enojo conmigo
850,Anger,Aún me siento indignada,Aún siento indignada
851,Anger,SACARON AMERICAN HORROR STORY EN NETFLIX  LA FRUTA MADRE QUE ME PARIÓ CHICOS ESTOY LLORAMDO POR QUE LA VIDA ME HACE INFELIZ,SACARON AMERICAN HORROR STORY EN NETFLIX LA FRUTA MADRE QUE PARIÓ CHICOS ESTOY LLORAMDO POR QUE LA VIDA HACE INFELIZ
852,Anger,JAJAAJA la plaga se enojo porque me anotine y les pise la tuca. Jajajajaja. Si se cayo al piso es tierra de nadie.,JAJAAJA la plaga se enojo porque anotine les pise la tuca. Jajajajaja. Si se cayo al piso es tierra de nadie.
853,Anger,"De verdad que no entiendo el enfado con Vitolo, si para los sevillistas son 40 millones gracias a un tronco, porque otra cosa no era..","De verdad que entiendo el enfado con Vitolo, si para los sevillistas son 40 millones gracias un tronco, porque otra cosa era.."
854,Anger,@indpcom @Albert_Rivera @InesArrimadas Y el berrinche de Cs tres cuartos de lo mismo,el berrinche de Cs tres cuartos de lo mismo
855,Anger,Quien tributa en tu país ayuda a mejorar tu bienestar Eso ponía en un taxi. Qué mal se defienden.,Quien tributa en tu país ayuda mejorar tu bienestar Eso ponía en un taxi. Qué mal se defienden.
856,Anger,@VichoDiazArt Me fui a la csm! Eliminé los nombres para no perjudicar a nadie ,fui la csm! Eliminé los nombres para perjudicar nadie
857,Anger,¿Existe algo peor que trabajar un festivo?,¿Existe algo peor que trabajar un festivo?
858,Anger,Me siento ofendida no somos así,siento ofendida somos así
859,Anger,"@40Andaya @djdanimoreno Hoy se estan pasando mucho contigo Dani,espero que tu venganza se cocine a fuego lento en tu restaurante#AndaYaChef","Hoy se estan pasando mucho contigo Dani,espero que tu venganza se cocine fuego lento en tu restaurante#AndaYaChef"
860,Anger,Ya ni xq está viendo la situación deja de castrar >< #enojada,Ya ni xq está viendo la situación deja de castrar >< #enojada
861,Anger,@BCandeFernandez si me contestas no me enojo.,si contestas enojo.
862,Anger,"@noemtzi Me caga la lluvia en las noches, me da miedo bye.","caga la lluvia en las noches, da miedo bye."
863,Anger,"Solo emana desde dentro, como la furia roja del vagabundo de las estrellas.","Solo emana desde dentro, como la furia roja del vagabundo de las estrellas."
864,Anger,"Joder, qué asco dan los fachillas que pretenden convencerte de lo maravillosa que es España y siempre acaban en el insulto o el desprecio.","Joder, qué asco dan los fachillas que pretenden convencerte de lo maravillosa que es España siempre acaban en el insulto el desprecio."
865,Anger,Tengo tremendas ganas de salir a caminar ahora pa sacarme un poco la decepción y el enojo y pensar bien q voy a hacer,Tengo tremendas ganas de salir caminar ahora pa sacarme un poco la decepción el enojo pensar bien q voy hacer
866,Anger,Estoy haciendo un retrato de los daft punk y estoy al borde del colapso nervioso porque me está costando un choto.,Estoy haciendo un retrato de los daft punk estoy al borde del colapso nervioso porque está costando un choto.
867,Anger,"Me levanté c la idea de que habían quedado milanesas hechas y SE LAS COMIERON, indignada","levanté c la idea de que habían quedado milanesas hechas SE LAS COMIERON, indignada"
868,Anger,Botón anti pánico para mujeres violentadas. ¿Cómo salva a las mujeres que aún piensan que es normal el maltrato y un acceso a un celular?🤔,Botón anti pánico para mujeres violentadas. ¿Cómo salva las mujeres que aún piensan que es normal el maltrato un acceso un celular?🤔
869,Anger,"@VidaModernaOML ""ESTOY OFENDIDO ERGO TENGO RAZÓN"".","""ESTOY OFENDIDO ERGO TENGO RAZÓN""."
870,Anger,"En el Estado jubilan a los trabajadores a los 65 años si o si, pero tenemos un Presidente que cumple 79 #irónico  #HBPPK","En el Estado jubilan los trabajadores los 65 años si si, pero tenemos un Presidente que cumple 79 #irónico #HBPPK"
871,Anger,"Fíjese este momento @alinroberto , nos está leyendo @cocosaez y se hace él desentendido y guarda silencio. Le tiene pánico a la dama.","Fíjese este momento , nos está leyendo se hace él desentendido guarda silencio. Le tiene pánico la dama."
872,Anger,Tuve una pesadilla en la que James se iba del Real Madrid al Bayern Munich por menos de lo que quieren pagar por Mbape... oh wait.,Tuve una pesadilla en la que James se iba del Real Madrid al Bayern Munich por menos de lo que quieren pagar por Mbape... oh wait.
873,Anger,Me mente es demasiado horrible... No aguanto le aguanto ni me aguanto.,mente es demasiado horrible... aguanto le aguanto ni aguanto.
